,model,lesion,#TP @[ IoU=0.50      | area=   all | maxDets= 30 ],#FP @[ IoU=0.50      | area=   all | maxDets= 30 ],#FN @[ IoU=0.50      | area=   all | maxDets= 30 ],Sensitivity@ [avgFP=0.5],Sensitivity@ [avgFP=1],Sensitivity@ [avgFP=2],Sensitivity@ [avgFP=4],"mFROC@[0.5,1,2,4]", Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ], Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=  5 ], Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets= 10 ], Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ], Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  5 ], Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ]
0,convnext_base_baseline,Pleural abnormality,164,359,240,0.5150495049504951,0.7186917949220665,0.8629179061403899,0.9604603651633354,0.7642798927940717,0.24529702970297027,0.07280567581080002,0.050115956167266024,0.07103120559127088,0.07280567581080002,0.152288018078055,0.0607217395217357,0.12128712871287128,0.2376237623762376,0.24529702970297027
0,convnext_base_baseline,all,905,5145,629,0.3784224250325945,0.5178932697927437,0.6785993667349599,0.8400777707246058,0.603748208071226,0.45737813956677387,0.138025920304158,0.08240011597472333,0.1309230388445036,0.13736143683134966,0.23316467211000164,0.13111522540870976,0.175080875542114,0.39159656035374596,0.4468587147315348
0,convnext_base_with_fix_silent,Pulmonary edema,144,1009,55,0.4440954773869346,0.6340033500837521,0.7978782802903406,0.8720345915624634,0.6870029248308727,0.5532663316582915,0.15229957530699628,0.06889741054748502,0.13740064312652428,0.14946661684812845,0.269860447612712,0.1336829080961653,0.1628140703517588,0.4321608040201005,0.52964824120603
0,convnext_base_with_fix_silent,Enlarged cardiac silhouette,204,979,73,0.4957129963898917,0.7015643802647413,0.8733972363998506,0.970696674091712,0.7603428217865489,0.6184115523465703,0.2873474916362701,0.19287013500654987,0.2780115174933886,0.28722067432597387,0.3788812885599671,0.3190582845533659,0.2945848375451264,0.5613718411552346,0.616245487364621
0,convnext_base_with_fix_silent,Consolidation,220,760,117,0.5627541488075614,0.7144807121661721,0.9006177944252566,0.963335284657879,0.7852969850142173,0.47655786350148366,0.15961621566918743,0.10564653966881016,0.15372120491449506,0.15949990168955344,0.286207132388151,0.1304614413060069,0.20148367952522256,0.43738872403560836,0.47566765578635006
0,convnext_base_with_fix_silent,Atelectasis,166,404,151,0.460793150067598,0.6244866377001369,0.8344558086734416,0.9479892903533652,0.7169312216986354,0.3564668769716088,0.10586151362565872,0.0595699645946897,0.10515626344077884,0.10586151362565872,0.2162418564002645,0.08238430684378727,0.18107255520504734,0.3533123028391167,0.3564668769716088
0,convnext_base_with_fix_silent,Pleural abnormality,98,187,306,0.5069889341875363,0.692079207920792,0.8561524344654144,0.9014603789177628,0.7391702388728764,0.14801980198019804,0.05588734659386295,0.04859011318251459,0.05611291485899794,0.05588734659386295,0.11271621972772365,0.04285417903798565,0.0915841584158416,0.14801980198019804,0.14801980198019804
0,convnext_base_with_fix_silent,all,821,3392,713,0.4124549428637165,0.5669855727148637,0.733685003583563,0.872991912550788,0.6465293579282329,0.427377378806497,0.1501392221742972,0.09507436632402058,0.14453263462899593,0.1499654495897952,0.24935278927991744,0.14091081100288216,0.18715478321739254,0.38622440458061524,0.42548789195026165
0,convnext_base_with_fix_full,Pulmonary edema,169,1692,30,0.5258793969849246,0.6743718592964825,0.8245071511403169,0.9195979899497488,0.7360890993428681,0.6849246231155779,0.13998251476971882,0.04663061482567405,0.11348865231559392,0.13480994406637847,0.2432616681012093,0.132781096034348,0.14371859296482412,0.4778894472361809,0.6286432160804021
0,convnext_base_with_fix_full,Enlarged cardiac silhouette,220,1303,57,0.5516696750902527,0.7422382671480144,0.8968540484785972,0.9633330080983512,0.7885237497038038,0.6584837545126354,0.28589973128245993,0.17630321722304873,0.2724493408703438,0.2848809160343814,0.40140698482032233,0.30608982364533105,0.27472924187725634,0.5783393501805054,0.6516245487364621
0,convnext_base_with_fix_full,Consolidation,236,970,101,0.5362330157738561,0.7184499912724734,0.8777448071216617,0.9766230006513714,0.7772627037048406,0.48872403560830857,0.1480201822840922,0.08750156159574558,0.1422006761846477,0.14682670526594313,0.29362745377311733,0.12036259015455884,0.19554896142433234,0.44035608308605345,0.4798219584569733
0,convnext_base_with_fix_full,Atelectasis,226,1377,91,0.3777602523659306,0.5210889122561047,0.771349044349601,0.9137286510373962,0.6459817150022582,0.5186119873817034,0.11548595075875868,0.05760253406555126,0.11165477378457123,0.11507662977424268,0.20750341936152794,0.10928107484807068,0.18485804416403784,0.47034700315457406,0.5141955835962145
0,convnext_base_with_fix_full,Pleural abnormality,164,724,240,0.3954207920792079,0.5603060306030603,0.8158825281024343,0.949623404778401,0.6803081888907758,0.2680693069306931,0.0577152382296421,0.04612575350745299,0.05885704298290445,0.05778567846958869,0.11400640486786338,0.05092429166133242,0.11757425742574257,0.24579207920792076,0.2638613861386139
0,convnext_base_with_fix_full,all,1010,6063,524,0.4301173402868318,0.5858865710560626,0.7464943695366352,0.8935198453223326,0.6640045315504656,0.5250518891355265,0.14907823285192567,0.0809370671776198,0.13886452968745355,0.14784878700177406,0.24979142296141765,0.1432882121033323,0.18240320534881452,0.44232616905026456,0.5103320286323604
