,model,lesion,#TP @[ IoBB=0.50      | area=   all | maxDets= 30 ],#FP @[ IoBB=0.50      | area=   all | maxDets= 30 ],#FN @[ IoBB=0.50      | area=   all | maxDets= 30 ],Sensitivity@ [avgFP=0.5],Sensitivity@ [avgFP=1],Sensitivity@ [avgFP=2],Sensitivity@ [avgFP=4],"mFROC@[0.5,1,2,4]", Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets=  1 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets=  5 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoBB=0.50      | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoBB=0.75      | area=   all | maxDets= 10 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets=  1 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets=  5 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets= 10 ]
0,with_clinical_mobilenet_1D_3D,Pleural abnormality,0,0,55,0.0740350877192982,0.1022328548644338,0.1586283891547049,0.2714194577352472,0.151578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_1D_3D,all,0,279,271,0.2617486462888532,0.3714463868637249,0.4507050776064047,0.5404489164146541,0.4060872567934093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,Pulmonary edema,0,59,42,0.1924603174603174,0.252931116193773,0.2977684366693454,0.38744307762049,0.2826507369859815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,Enlarged cardiac silhouette,0,62,60,0.2212121212121212,0.244241561931863,0.2689668800885305,0.3184175164018654,0.2632095199085951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,Consolidation,0,61,55,0.1688311688311688,0.1951649458574666,0.2294132460337446,0.2979098463863007,0.2228298017771701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,Atelectasis,0,62,59,0.1384115004776077,0.1657890789671043,0.2205442359460974,0.3300545499040838,0.2136998413237233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,Pleural abnormality,0,63,55,0.1701072621768946,0.2251098997714085,0.3351151749604361,0.5551257253384914,0.3213645155618077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_mobilenet_3D,all,0,322,271,0.1777267632460625,0.2146652131538654,0.2682858310735204,0.3755270669128303,0.2590512185965697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_resnet18,Pulmonary edema,127,2161,72,0.5489949748743718,0.7138634348211647,0.8329382762870958,0.949748743718593,0.7613863574253064,0.4507537688442211,0.05480773515282129,0.01893303240912372,0.047903837596778645,0.053847011025934026,0.11314138624134634,0.04124906171146683,0.09899497487437187,0.3326633165829146,0.4281407035175879
0,baseline_resnet18,Enlarged cardiac silhouette,191,1541,86,0.4685404847859721,0.6587244283995186,0.888888888888889,0.9891696750902528,0.7513308692911581,0.5111913357400723,0.1389866894090102,0.09883998706824146,0.13397755162272404,0.13905600705503057,0.2521854096062166,0.13352860699110292,0.22202166064981949,0.44837545126353795,0.5093862815884477
0,baseline_resnet18,Consolidation,201,950,136,0.5527530497856907,0.6926823806057891,0.868289722147289,0.9596217310518872,0.768336720897664,0.38516320474777455,0.1008166412574669,0.04858536327979988,0.09682683962141385,0.10051391367862972,0.231997485057039,0.07780258779523289,0.1397626112759644,0.35103857566765584,0.3827893175074184
0,baseline_resnet18,Atelectasis,203,1180,114,0.5291383031711772,0.7015672725451905,0.8402776025236594,0.9334373551326844,0.7511051333431779,0.4514195583596215,0.10327847340236959,0.053212577906412345,0.09611165219481912,0.10161540294908364,0.21093444220206242,0.08244771389865764,0.16529968454258676,0.38548895899053626,0.4381703470031545
0,baseline_resnet18,Pleural abnormality,43,91,361,0.4914318354912414,0.663826338386051,0.8130927261344402,0.9151424684453178,0.7208733421142626,0.05717821782178219,0.022216162050887535,0.017807066841483015,0.022216162050887535,0.022216162050887535,0.059953799864185066,0.011682247436089163,0.041584158415841586,0.05717821782178219,0.05717821782178219
0,baseline_resnet18,all,772,5928,762,0.516029201895187,0.6835346274869749,0.8470978076436144,0.946551318248667,0.7483032388186108,0.3753829716933549,0.08564645785294567,0.049112478567275054,0.08095666377500933,0.08506349132097696,0.17630480433247228,0.07089221853525668,0.13485534375360578,0.3192390851552871,0.3657816650838975
0,with_clinical_resnet18_1D_3D,Pulmonary edema,0,230,42,0.0986394557823129,0.277056277056277,0.5037593984962406,0.8122562832664446,0.4229278536503188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_1D_3D,Enlarged cardiac silhouette,0,10,60,0.2037037037037037,0.3538461538461538,0.6616438356164382,0.7523230879199427,0.4928791952715596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_1D_3D,Consolidation,0,0,55,0.0748613871743906,0.0990480175750601,0.1474212783763992,0.2441677999790773,0.1413746207762318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_1D_3D,Atelectasis,0,0,59,0.1915603304502967,0.223209091261684,0.2865066128844588,0.4131016561300081,0.2785944226816119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_1D_3D,Pleural abnormality,0,0,55,0.0525899478165339,0.0929305135951661,0.1736116451524306,0.3349739082669596,0.1635265037077725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_1D_3D,all,0,239,271,0.1279592704285894,0.2088387028263272,0.3520930842365207,0.4999259809505156,0.2972042596104882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,Pulmonary edema,0,70,42,0.1587301587301587,0.2892796455880568,0.2995964316057773,0.3202300036412185,0.2669590598913028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,Enlarged cardiac silhouette,0,66,60,0.24,0.3294365012615643,0.4095037846930193,0.5696383515559293,0.3871446593776282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,Consolidation,0,66,55,0.1878787878787879,0.2472859986728599,0.3248971466489714,0.4801194426011944,0.3100453439504534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,Atelectasis,0,63,59,0.2123629112662014,0.3157095876549456,0.4705287123703516,0.7801669618011637,0.4446920432731656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,Pleural abnormality,0,66,55,0.2899521531100478,0.3882456526524322,0.5738498789346247,0.9450583314990094,0.5492765040490286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet18_3D,all,0,336,271,0.2209475283607325,0.3154872386897606,0.421939327106909,0.634843503941206,0.398304399524652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_convnext_base,Pulmonary edema,95,610,104,0.6076214405360134,0.7868063722869667,0.9164226038166292,0.9711198035632708,0.82049255505072,0.3376884422110552,0.06511307094311188,0.026102938545707007,0.06401342881110497,0.06511307094311188,0.142801087955509,0.0456672322016876,0.09949748743718592,0.32613065326633167,0.3376884422110552
0,baseline_convnext_base,Enlarged cardiac silhouette,144,516,133,0.5036101083032491,0.746227140912588,0.9002568015184785,0.9727561755253612,0.7807125565649192,0.4155234657039711,0.20074842098276557,0.16693845346657127,0.19876016098371646,0.20074842098276557,0.27532583031945945,0.22688192869089563,0.2718411552346571,0.404332129963899,0.4155234657039711
0,baseline_convnext_base,Consolidation,164,367,173,0.6148680306106512,0.7918341283852308,0.9297636710470538,0.9867795311179672,0.8308113402902257,0.31928783382789316,0.11233058241408883,0.06479673009115067,0.1117910051984026,0.11233058241408883,0.21819682149508474,0.09765720012277382,0.17240356083086053,0.3169139465875371,0.31928783382789316
0,baseline_convnext_base,Atelectasis,133,200,184,0.6130914826498424,0.7912205091749234,0.9064143007360672,0.9589460609121898,0.8174180883682558,0.2829652996845426,0.10211781346704994,0.06507805480903703,0.10211781346704994,0.10211781346704994,0.2029250802885815,0.07816760346654004,0.18107255520504734,0.2829652996845426,0.2829652996845426
0,baseline_convnext_base,Pleural abnormality,3,4,401,0.5825469265676567,0.7442789433128335,0.8914671202803099,0.9283574433470324,0.7866626083769582,0.0037128712871287136,0.0023479490806223476,0.0023479490806223476,0.0023479490806223476,0.0023479490806223476,0.004243281471004243,0.0019801980198019802,0.0037128712871287136,0.0037128712871287136,0.0037128712871287136
0,baseline_convnext_base,all,550,1711,984,0.5849583776504494,0.7702953597721978,0.9077937674377856,0.9610777783166468,0.80603132079427,0.27700921897602787,0.099014004558457,0.06694384827011289,0.09826776679626137,0.099014004558457,0.17347766792017336,0.09014101933542024,0.14689689325009406,0.2717239521616078,0.27700921897602787
0,with_clinical_convnext_base_1D_3D,Pulmonary edema,0,7,42,0.0631336844540617,0.0816423740116223,0.1186597531267436,0.1926945113569863,0.1140325807373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D,Enlarged cardiac silhouette,0,0,60,0.0326307061185301,0.0501396526141223,0.0851575456053067,0.1551933315876756,0.0807803089814087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D,Consolidation,0,0,55,0.0289855072463768,0.0579710144927536,0.1159420289855072,0.2318840579710145,0.108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D,Atelectasis,0,0,59,0.0394431554524362,0.0788863109048724,0.1577726218097448,0.3155452436194896,0.1479118329466357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D,Pleural abnormality,0,0,55,0.0353430353430353,0.0706860706860706,0.1413721413721413,0.2827442827442827,0.1325363825363825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D,all,0,7,271,0.0386519303627077,0.067039818795418,0.1238155956608385,0.2373671493916797,0.116718623552661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,Pulmonary edema,0,105,42,0.1935817805383022,0.3843370043479392,0.4303678825275326,0.5224296388867192,0.3826790765751233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,Enlarged cardiac silhouette,0,105,60,0.2730923694779116,0.5,0.5265089722675367,0.581973898858075,0.4703938101508809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,Consolidation,0,103,55,0.2443974630021141,0.4701298701298701,0.5752325272389051,0.606774092237818,0.4741334881521768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,Atelectasis,0,104,59,0.1964560862865947,0.3582170319942812,0.3927433309059813,0.4617959287293814,0.3523030944790596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,Pleural abnormality,0,105,55,0.2443974630021141,0.353983853983854,0.3969462969462969,0.4828711828711828,0.369549699200862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D,all,0,525,271,0.2324376641048894,0.4155100143783428,0.4660800046341239,0.5315015818847058,0.4113823162505154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,Pulmonary edema,0,151,42,0.1918871252204585,0.3809523809523809,0.4976762982420691,0.5480568465009766,0.4046431627289713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,Enlarged cardiac silhouette,0,151,60,0.1730279898218829,0.3333333333333333,0.3538675312644743,0.3958622819206422,0.3140227840850832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,Consolidation,0,151,55,0.177961432506887,0.3506493506493506,0.5455718475073313,0.6048261416003351,0.419752193065976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,Atelectasis,0,151,59,0.1085728322279538,0.2171456644559076,0.297904159860843,0.4277274559300821,0.2628375281186966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,Pleural abnormality,0,151,55,0.1465319865319865,0.2909090909090909,0.3493199713672154,0.4661417322834645,0.3132256952729393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_2nd,all,0,755,271,0.157541969731216,0.3103221715446967,0.4019551729591334,0.4830600643238501,0.3382198446397241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,Pulmonary edema,0,114,42,0.3268398268398269,0.5476190476190477,0.8214285714285714,0.8665726165726165,0.6406150156150157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,Enlarged cardiac silhouette,0,0,60,0.325,0.5619047619047619,0.6313502824858758,0.6666949152542373,0.5462374899112188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,Consolidation,0,0,55,0.1923994038748137,0.3849478390461996,0.5042735042735043,0.585993265993266,0.4169035032969459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,Atelectasis,0,0,59,0.0417640283034391,0.0742142504525259,0.1391146947506993,0.2689155833470462,0.1310021392134276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,Pleural abnormality,0,0,55,0.0298363811357074,0.0625601539942252,0.1280076997112608,0.258902791145332,0.1198267564966313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_1D_3D_2nd,all,0,108,271,0.1768056035894992,0.3162578085173732,0.4256983400686564,0.5119300641011172,0.3576729540691615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_convnext_base_2nd,Pulmonary edema,132,1317,67,0.6136934673366834,0.7766103243490178,0.9227619579378372,0.9704981862957168,0.820890983979814,0.45929648241206034,0.0855398708156732,0.031614277083075175,0.07994322589629801,0.08491165407022026,0.1920086500024859,0.06473616164497512,0.10703517587939697,0.385929648241206,0.44974874371859297
0,baseline_convnext_base_2nd,Enlarged cardiac silhouette,193,1813,84,0.4435920577617328,0.7364620938628159,0.9400166620383228,0.98009614085214,0.7750417386287529,0.5490974729241878,0.1517529512562851,0.11006093596766736,0.14056846687747052,0.15053081921575634,0.25500898751238554,0.13649225721765412,0.2241877256317689,0.4342960288808665,0.5328519855595667
0,baseline_convnext_base_2nd,Consolidation,225,1208,112,0.629080118694362,0.798219584569733,0.9473350397535506,0.9771270473193449,0.8379404475842476,0.4724035608308606,0.11846183667002312,0.05852174321852507,0.10983389485163678,0.11815924315778252,0.24358090212867997,0.0958878858002621,0.15281899109792288,0.4026706231454006,0.46854599406528186
0,baseline_convnext_base_2nd,Atelectasis,218,1272,99,0.5717322726649293,0.789509494649595,0.9140535233041552,0.97690121750919,0.8130491270319674,0.48454258675078865,0.11659179311002399,0.056342037683809076,0.109884691510966,0.1165813813557472,0.24028361136111723,0.08579189722075811,0.16498422712933752,0.42492113564668765,0.48138801261829656
0,baseline_convnext_base_2nd,Pleural abnormality,7,10,397,0.5112933168316831,0.7096911147425422,0.8859695267439457,0.9625220949061198,0.7673690133060727,0.012376237623762377,0.01352192362093352,0.013578500707213576,0.01352192362093352,0.01352192362093352,0.01697312588401697,0.01386138613861386,0.012376237623762377,0.012376237623762377,0.012376237623762377
0,baseline_convnext_base_2nd,all,780,5649,754,0.5507181423955558,0.759149396809233,0.9197867073684244,0.972910167749671,0.800641103580721,0.3977497415286797,0.09727790433740423,0.05394534259240406,0.09087435290682579,0.09693160979120113,0.1918370161210197,0.08047331439938919,0.13132632306324163,0.3330982695005618,0.39188691395136926
0,baseline_efficientnet_b0,Pulmonary edema,133,2089,66,0.5100502512562815,0.6967445925278567,0.8891827558846866,0.949748743718593,0.7614315858468544,0.4668341708542713,0.052253085489408574,0.015556503159248036,0.044794759251090555,0.05114580375396813,0.11678819595092646,0.035829535308732674,0.10452261306532662,0.3442211055276382,0.4396984924623116
0,baseline_efficientnet_b0,Enlarged cardiac silhouette,175,1080,102,0.4927797833935018,0.7489333770922219,0.8778397695365204,0.9373976712259112,0.7642376503120389,0.42418772563176893,0.14105335236326888,0.10758114879048428,0.1359490234690349,0.14112084205067402,0.26182779683063157,0.13624749354777288,0.21732851985559565,0.3772563176895307,0.4231046931407942
0,baseline_efficientnet_b0,Consolidation,199,1271,138,0.5244807121661721,0.7082597753821883,0.8709081987896914,0.9449566221940336,0.7621513271330214,0.4044510385756677,0.09476204756394699,0.05333914584886718,0.09010051226877036,0.09453051829056797,0.1970197839257371,0.07861316731950788,0.1338278931750742,0.34925816023738865,0.401780415430267
0,baseline_efficientnet_b0,Atelectasis,176,780,141,0.4976148341925059,0.6953582694907616,0.8715991900045459,0.9351125964331448,0.7499212225302396,0.3621451104100947,0.0867835981453491,0.05092994392620309,0.08308882557728739,0.0868218686561228,0.18840136400059349,0.06085941600501029,0.16182965299684543,0.3321766561514195,0.3621451104100947
0,baseline_efficientnet_b0,Pleural abnormality,4,16,400,0.5018368352672371,0.6760585633031388,0.840446299531914,0.9696233620251604,0.7469912650318626,0.005445544554455446,0.003498349834983498,0.0033003300330033,0.003498349834983498,0.003498349834983498,0.0039603960396039604,0.0033003300330033,0.003465346534653466,0.005445544554455446,0.005445544554455446
0,baseline_efficientnet_b0,all,682,5251,852,0.5053689595091188,0.7029638166065358,0.8666507795418051,0.9486754028268832,0.7559147396210857,0.3326315154909186,0.0755538132659663,0.04649293527083229,0.07158596417355581,0.0753414476387063,0.15235638677494653,0.06296198530764836,0.12291185862999558,0.2832259418133148,0.3258050421506726
0,with_clinical_efficientnet_b0_1D_3D,Pulmonary edema,0,0,42,0.1033029297954671,0.1160566216536365,0.1415640053699755,0.1925787728026534,0.1383755824054331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_1D_3D,Enlarged cardiac silhouette,0,0,60,0.0920681136403741,0.1030674666196106,0.1250661725780836,0.1690635844950297,0.1223163343332745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_1D_3D,Consolidation,0,0,55,0.0822249093107617,0.1644498186215235,0.3288996372430471,0.6577992744860943,0.3083434099153567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_1D_3D,Atelectasis,0,0,59,0.0803782505910165,0.1607565011820331,0.3215130023640662,0.6430260047281324,0.3014184397163121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_1D_3D,Pleural abnormality,0,0,55,0.0603907637655417,0.1207815275310834,0.2415630550621669,0.4831261101243339,0.2264653641207815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_1D_3D,all,0,0,271,0.0828375965826521,0.1336929288367628,0.235403593344984,0.4388249223614265,0.2226897602814563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,Pulmonary edema,0,171,42,0.238095238095238,0.4761904761904761,0.6059113300492611,0.7707978069934173,0.5227487128320981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,Enlarged cardiac silhouette,0,175,60,0.2698412698412698,0.5083333333333333,0.6903508771929824,0.8414471934025007,0.5774931684425215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,Consolidation,0,159,55,0.2359472588480222,0.4545454545454545,0.5511241446725317,0.7613268948141928,0.5007359382200504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,Atelectasis,0,151,59,0.2412297989751675,0.4576271186440678,0.626637817045318,0.7534190248275068,0.519728439873015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,Pleural abnormality,0,162,55,0.2029850746268656,0.4,0.604642166344294,0.7367070305440087,0.4860835678787921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b0_3D,all,0,782,271,0.2382446962034313,0.4594095940959409,0.617742091532277,0.7738152319461165,0.5223029034444414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_densenet,Pulmonary edema,97,962,102,0.4437814070351759,0.638577502899111,0.7569900785981188,0.9314541457286432,0.6927007835652621,0.3522613065326633,0.07802080931097792,0.04320248987741734,0.07572590588149304,0.07765429912669806,0.12800056852395506,0.0830135407445492,0.11809045226130652,0.31859296482412064,0.3412060301507538
0,baseline_densenet,Enlarged cardiac silhouette,164,833,113,0.5108303249097472,0.6726835138387485,0.8084208818399384,0.9383199788676588,0.7325636748640232,0.48483754512635374,0.19409838117356074,0.14109482886925515,0.18898706438903584,0.19323858629077711,0.27054365681778797,0.20960574973458038,0.267870036101083,0.4490974729241877,0.4772563176895307
0,baseline_densenet,Consolidation,141,371,196,0.5220209276901453,0.714556544675239,0.856625895635811,0.949708519635508,0.7607279719091758,0.31454005934718104,0.14886598589839378,0.10316860911147334,0.14754299440121657,0.14847725634879957,0.2262067299064237,0.15138500998115584,0.18872403560830858,0.30712166172106825,0.31275964391691397
0,baseline_densenet,Atelectasis,167,684,150,0.4998028391167192,0.682018927444795,0.8290432892399862,0.9316234285983334,0.7356221210999584,0.39148264984227127,0.12536849329038724,0.07658287205042104,0.12255861838503423,0.12544394159641767,0.2284860380566162,0.10953612769914296,0.19274447949526813,0.36876971608832804,0.39116719242902204
0,baseline_densenet,Pleural abnormality,133,291,271,0.5061881188118812,0.6633663366336634,0.8232089584504302,0.9293814639822644,0.7305362194695598,0.20445544554455447,0.07838922972843095,0.05523716136456227,0.07724762740393057,0.07839638705963396,0.16514255383750978,0.05941764382284106,0.12054455445544554,0.19752475247524753,0.20445544554455447
